11858.85,12460.47,7.63,42500_361_0,08-11-18 6:12,2
11858.54,12461.08,7.58,42500_361_0,08-11-18 6:12,2
11858.24,12461.68,7.64,42500_361_0,08-11-18 6:12,2
11857.94,12462.29,7.58,42500_361_0,08-11-18 6:12,2
11857.63,12462.9,7.66,42500_361_0,08-11-18 6:12,2
11857.32,12463.5,7.59,42500_361_0,08-11-18 6:12,2
11857.02,12464.11,7.62,42500_361_0,08-11-18 6:12,2
11856.71,12464.71,7.61,42500_361_0,08-11-18 6:12,2
11856.41,12465.32,7.6,42500_361_0,08-11-18 6:12,2
11856.1,12465.93,7.73,42500_361_0,08-11-18 6:12,2
11855.79,12466.54,7.67,42500_361_0,08-11-18 6:12,2
11855.48,12467.16,7.73,42500_361_0,08-11-18 6:12,2
11855.18,12467.77,7.66,42500_361_0,08-11-18 6:12,2
11854.87,12468.37,7.58,42500_361_0,08-11-18 6:12,2
11854.57,12468.98,7.63,42500_361_0,08-11-18 6:12,2
11854.26,12469.59,7.68,42500_361_0,08-11-18 6:12,2
11853.95,12470.2,7.69,42500_361_0,08-11-18 6:12,2
11853.65,12470.81,7.62,42500_361_0,08-11-18 6:12,2
11853.34,12471.41,7.59,42500_361_0,08-11-18 6:12,2
11853.03,12472.02,7.73,42500_361_0,08-11-18 6:12,2
11852.73,12472.63,7.64,42500_361_0,08-11-18 6:12,2
11852.42,12473.25,7.71,42500_361_0,08-11-18 6:12,2
11852.11,12473.85,7.65,42500_361_0,08-11-18 6:12,2
11851.8,12474.47,7.72,42500_361_0,08-11-18 6:12,2
11851.5,12475.08,7.66,42500_361_0,08-11-18 6:12,2
11851.19,12475.69,7.65,42500_361_0,08-11-18 6:12,2
11850.88,12476.3,7.71,42500_361_0,08-11-18 6:12,2
11850.57,12476.91,7.67,42500_361_0,08-11-18 6:12,2
11850.27,12477.51,7.59,42500_361_0,08-11-18 6:12,2
11849.96,12478.12,7.67,42500_361_0,08-11-18 6:12,2
11849.66,12478.73,7.68,42500_361_0,08-11-18 6:12,2
11849.35,12479.34,7.59,42500_361_0,08-11-18 6:12,2
11849.05,12479.94,7.62,42500_361_0,08-11-18 6:12,2
11848.74,12480.55,7.63,42500_361_0,08-11-18 6:12,2
11848.44,12481.16,7.62,42500_361_0,08-11-18 6:12,2
11848.13,12481.77,7.67,42500_361_0,08-11-18 6:12,2
11847.82,12482.38,7.73,42500_361_0,08-11-18 6:12,2
11843.18,12491.72,7.7,42500_361_0,08-11-18 6:12,2
11842.88,12492.33,7.73,42500_361_0,08-11-18 6:12,2
11842.59,12492.93,7.61,42500_361_0,08-11-18 6:12,2
11842.29,12493.54,7.73,42500_361_0,08-11-18 6:12,2
11841.99,12494.14,7.65,42500_361_0,08-11-18 6:12,2
11841.7,12494.74,7.67,42500_361_0,08-11-18 6:12,2
11841.4,12495.34,7.6,42500_361_0,08-11-18 6:12,2
11841.11,12495.94,7.6,42500_361_0,08-11-18 6:12,2
11840.81,12496.55,7.72,42500_361_0,08-11-18 6:12,2
11840.52,12497.15,7.62,42500_361_0,08-11-18 6:12,2
11840.22,12497.75,7.67,42500_361_0,08-11-18 6:12,2
11839.93,12498.35,7.6,42500_361_0,08-11-18 6:12,2
11839.63,12498.95,7.65,42500_361_0,08-11-18 6:12,2
11839.34,12499.55,7.6,42500_361_0,08-11-18 6:12,2
11839.04,12500.16,7.74,42500_361_0,08-11-18 6:12,2
11838.74,12500.76,7.65,42500_361_0,08-11-18 6:12,2
11838.45,12501.36,7.59,42500_361_0,08-11-18 6:12,2
11838.16,12501.96,7.64,42500_361_0,08-11-18 6:12,2
11837.86,12502.57,7.68,42500_361_0,08-11-18 6:12,2
11837.57,12503.16,7.56,42500_361_0,08-11-18 6:12,2
11837.27,12503.76,7.64,42500_361_0,08-11-18 6:12,2
11836.98,12504.37,7.66,42500_361_0,08-11-18 6:12,2
11836.68,12504.97,7.67,42500_361_0,08-11-18 6:12,2
11836.38,12505.57,7.66,42500_361_0,08-11-18 6:12,2
11836.09,12506.18,7.69,42500_361_0,08-11-18 6:12,2
11835.79,12506.78,7.68,42500_361_0,08-11-18 6:12,2
11835.49,12507.39,7.69,42500_361_0,08-11-18 6:12,2
11835.2,12507.99,7.62,42500_361_0,08-11-18 6:12,2
11834.91,12508.59,7.63,42500_361_0,08-11-18 6:12,2
11834.61,12509.19,7.59,42500_361_0,08-11-18 6:12,2
11834.32,12509.79,7.61,42500_361_0,08-11-18 6:12,2
11834.02,12510.39,7.69,42500_361_0,08-11-18 6:12,2
11833.72,12511,7.7,42500_361_0,08-11-18 6:12,2
11833.43,12511.6,7.68,42500_361_0,08-11-18 6:12,2
11833.13,12512.21,7.72,42500_361_0,08-11-18 6:12,2
11832.83,12512.81,7.66,42500_361_0,08-11-18 6:12,2
11832.54,12513.41,7.64,42500_361_0,08-11-18 6:12,2
11832.25,12514.01,7.59,42500_361_0,08-11-18 6:12,2
11831.95,12514.62,7.7,42500_361_0,08-11-18 6:12,2
11831.65,12515.22,7.64,42500_361_0,08-11-18 6:12,2
11831.36,12515.82,7.62,42500_361_0,08-11-18 6:12,2
11831.06,12516.42,7.67,42500_361_0,08-11-18 6:12,2
11830.77,12517.03,7.67,42500_361_0,08-11-18 6:12,2
11830.47,12517.63,7.65,42500_361_0,08-11-18 6:12,2
11830.18,12518.23,7.62,42500_361_0,08-11-18 6:12,2
11829.88,12518.83,7.65,42500_361_0,08-11-18 6:12,2
11829.59,12519.44,7.65,42500_361_0,08-11-18 6:12,2
11829.29,12520.04,7.62,42500_361_0,08-11-18 6:12,2
11829,12520.64,7.68,42500_361_0,08-11-18 6:12,2
11828.7,12521.24,7.62,42500_361_0,08-11-18 6:12,2
11828.4,12521.85,7.7,42500_361_0,08-11-18 6:12,2
11828.11,12522.45,7.64,42500_361_0,08-11-18 6:12,2
11827.81,12523.05,7.69,42500_361_0,08-11-18 6:12,2
11827.52,12523.65,7.58,42500_361_0,08-11-18 6:12,2
11827.22,12524.25,7.66,42500_361_0,08-11-18 6:12,2
11826.93,12524.86,7.74,42500_361_0,08-11-18 6:12,2
11826.63,12525.46,7.59,42500_361_0,08-11-18 6:12,2
11826.34,12526.06,7.65,42500_361_0,08-11-18 6:12,2
11826.04,12526.67,7.66,42500_361_0,08-11-18 6:12,2
11825.75,12527.26,7.58,42500_361_0,08-11-18 6:12,2
11825.45,12527.86,7.6,42500_361_0,08-11-18 6:12,2
11825.16,12528.46,7.6,42500_361_0,08-11-18 6:12,2
11824.87,12529.06,7.65,42500_361_0,08-11-18 6:12,2
11824.57,12529.67,7.71,42500_361_0,08-11-18 6:12,2
11824.27,12530.28,7.7,42500_361_0,08-11-18 6:12,2
11823.97,12530.88,7.67,42500_361_0,08-11-18 6:12,2
11823.68,12531.48,7.59,42500_361_0,08-11-18 6:12,2
11823.39,12532.08,7.68,42500_361_0,08-11-18 6:12,2
11823.09,12532.69,7.73,42500_361_0,08-11-18 6:12,2
11822.79,12533.29,7.62,42500_361_0,08-11-18 6:12,2
11822.5,12533.89,7.63,42500_361_0,08-11-18 6:12,2
11822.2,12534.49,7.62,42500_361_0,08-11-18 6:12,2
11821.91,12535.08,7.47,42500_361_0,08-11-18 6:12,2
11821.64,12535.65,7.25,42500_361_0,08-11-18 6:12,2
11821.36,12536.21,7.14,42500_361_0,08-11-18 6:12,2
11821.09,12536.76,7.12,42500_361_0,08-11-18 6:12,2
11820.83,12537.29,7.05,42500_361_0,08-11-18 6:12,2
11820.58,12537.81,7.01,42500_361_0,08-11-18 6:12,2
11820.33,12538.31,6.99,42500_361_0,08-11-18 6:12,2
11820.09,12538.8,6.88,42500_361_0,08-11-18 6:12,2
11819.86,12539.27,6.84,42500_361_0,08-11-18 6:12,2
11819.63,12539.74,6.8,42500_361_0,08-11-18 6:12,2
11819.41,12540.19,6.78,42500_361_0,08-11-18 6:12,2
11819.2,12540.62,6.75,42500_361_0,08-11-18 6:12,2
11818.99,12541.04,6.73,42500_361_0,08-11-18 6:12,2
11818.79,12541.46,6.72,42500_361_0,08-11-18 6:12,2
11818.59,12541.86,6.7,42500_361_0,08-11-18 6:12,2
11818.4,12542.25,6.68,42500_361_0,08-11-18 6:12,2
11818.21,12542.63,6.64,42500_361_0,08-11-18 6:12,2
11818.03,12543.01,6.61,42500_361_0,08-11-18 6:12,2
11817.84,12543.39,6.6,42500_361_0,08-11-18 6:12,2
11817.65,12543.78,6.58,42500_361_0,08-11-18 6:13,2
11817.46,12544.17,6.55,42500_361_0,08-11-18 6:13,2
11817.26,12544.57,6.53,42500_361_0,08-11-18 6:13,2
11817.06,12544.99,6.54,42500_361_0,08-11-18 6:13,2
11816.85,12545.4,6.6,42500_361_0,08-11-18 6:13,2
11816.64,12545.83,6.6,42500_361_0,08-11-18 6:13,2
11816.42,12546.28,6.58,42500_361_0,08-11-18 6:13,2
11816.2,12546.73,6.55,42500_361_0,08-11-18 6:13,2
11815.98,12547.19,6.53,42500_361_0,08-11-18 6:13,2
11815.74,12547.66,6.54,42500_361_0,08-11-18 6:13,2
11815.52,12548.12,6.6,42500_361_0,08-11-18 6:13,2
11815.31,12548.55,6.6,42500_361_0,08-11-18 6:13,2
11815.11,12548.95,6.58,42500_361_0,08-11-18 6:13,2
11814.92,12549.34,6.55,42500_361_0,08-11-18 6:13,2
11814.74,12549.72,6.53,42500_361_0,08-11-18 6:13,2
11814.56,12550.07,6.54,42500_361_0,08-11-18 6:13,2
11814.4,12550.41,6.6,42500_361_0,08-11-18 6:13,2
11814.24,12550.74,6.6,42500_361_0,08-11-18 6:13,2
11814.09,12551.04,6.58,42500_361_0,08-11-18 6:13,2
11813.95,12551.32,6.55,42500_361_0,08-11-18 6:13,2
11813.82,12551.59,6.53,42500_361_0,08-11-18 6:13,2
11813.68,12551.88,6.54,42500_361_0,08-11-18 6:13,2
11813.53,12552.19,6.6,42500_361_0,08-11-18 6:13,2
11813.36,12552.52,6.6,42500_361_0,08-11-18 6:13,2
11813.19,12552.87,6.58,42500_361_0,08-11-18 6:13,2
11813.01,12553.24,6.55,42500_361_0,08-11-18 6:13,2
11812.82,12553.63,6.53,42500_361_0,08-11-18 6:13,2
11812.62,12554.04,6.54,42500_361_0,08-11-18 6:13,2
11812.41,12554.47,6.6,42500_361_0,08-11-18 6:13,2
11812.18,12554.92,6.6,42500_361_0,08-11-18 6:13,2
11807.65,12564.59,6.58,42500_361_0,08-11-18 6:13,2
11807.41,12565.09,6.55,42500_361_0,08-11-18 6:13,2
11807.18,12565.61,6.53,42500_361_0,08-11-18 6:13,2
11806.93,12566.15,6.54,42500_361_0,08-11-18 6:13,2
11806.68,12566.7,6.6,42500_361_0,08-11-18 6:13,2
11806.41,12567.27,6.92,42500_361_0,08-11-18 6:13,2
11806.15,12567.85,7.07,42500_361_0,08-11-18 6:13,2
11805.88,12568.45,7.26,42500_361_0,08-11-18 6:13,2
11805.6,12569.06,7.4,42500_361_0,08-11-18 6:13,2
11805.32,12569.69,7.63,42500_361_0,08-11-18 6:13,2
11805.03,12570.33,7.79,42500_361_0,08-11-18 6:13,2
11804.73,12570.99,7.95,42500_361_0,08-11-18 6:13,2
11804.43,12571.66,8.15,42500_361_0,08-11-18 6:13,2
11804.12,12572.35,8.31,42500_361_0,08-11-18 6:13,2
11803.8,12573.05,8.54,42500_361_0,08-11-18 6:13,2
11803.48,12573.77,8.76,42500_361_0,08-11-18 6:13,2
11803.14,12574.51,9.02,42500_361_0,08-11-18 6:13,2
11802.8,12575.26,9.05,42500_361_0,08-11-18 6:13,2
11802.46,12576.01,9.11,42500_361_0,08-11-18 6:13,2
11802.13,12576.75,8.99,42500_361_0,08-11-18 6:13,2
11801.79,12577.5,9.04,42500_361_0,08-11-18 6:13,2
11801.46,12578.23,8.9,42500_361_0,08-11-18 6:13,2
11801.13,12578.96,8.84,42500_361_0,08-11-18 6:13,2
11800.8,12579.69,8.82,42500_361_0,08-11-18 6:13,2
