11827.95,12564.48,9.75,97101_395_0,08-11-18 6:37
11828.8,12564.83,9.92,97101_395_0,08-11-18 6:37
11829.67,12565.2,10.12,97101_395_0,08-11-18 6:37
11830.56,12565.57,10.32,97101_395_0,08-11-18 6:37
11831.47,12565.94,10.56,97101_395_0,08-11-18 6:37
11832.39,12566.33,10.73,97101_395_0,08-11-18 6:37
11833.33,12566.72,10.96,97101_395_0,08-11-18 6:37
11834.3,12567.12,11.22,97101_395_0,08-11-18 6:37
11835.27,12567.53,11.37,97101_395_0,08-11-18 6:37
11836.27,12567.95,11.59,97101_395_0,08-11-18 6:37
11837.28,12568.37,11.76,97101_395_0,08-11-18 6:37
11838.31,12568.79,11.94,97101_395_0,08-11-18 6:37
11839.34,12569.27,12.17,97101_395_0,08-11-18 6:37
11840.38,12569.75,12.33,97101_395_0,08-11-18 6:37
11841.44,12570.25,12.58,97101_395_0,08-11-18 6:37
11842.5,12570.75,12.54,97101_395_0,08-11-18 6:37
11843.56,12571.25,12.58,97101_395_0,08-11-18 6:37
11844.62,12571.75,12.6,97101_395_0,08-11-18 6:37
11845.68,12572.25,12.62,97101_395_0,08-11-18 6:37
11846.75,12572.75,12.63,97101_395_0,08-11-18 6:37
11847.81,12573.25,12.6,97101_395_0,08-11-18 6:37
11848.87,12573.75,12.57,97101_395_0,08-11-18 6:37
11849.93,12574.24,12.56,97101_395_0,08-11-18 6:37
