11800.8,12579.69,7.63,42500_361_0,08-11-18 6:12
11801.13,12578.96,7.58,42500_361_0,08-11-18 6:12
11801.46,12578.23,7.64,42500_361_0,08-11-18 6:12
11801.79,12577.5,7.58,42500_361_0,08-11-18 6:12
11802.13,12576.75,7.66,42500_361_0,08-11-18 6:12
11802.46,12576.01,7.59,42500_361_0,08-11-18 6:12
11802.8,12575.26,7.62,42500_361_0,08-11-18 6:12
11803.14,12574.51,7.61,42500_361_0,08-11-18 6:12
11803.48,12573.77,7.6,42500_361_0,08-11-18 6:12
11803.8,12573.05,7.73,42500_361_0,08-11-18 6:12
11804.12,12572.35,7.67,42500_361_0,08-11-18 6:12
11804.43,12571.66,7.73,42500_361_0,08-11-18 6:12
11804.73,12570.99,7.66,42500_361_0,08-11-18 6:12
11805.03,12570.33,7.58,42500_361_0,08-11-18 6:12
11805.32,12569.69,7.63,42500_361_0,08-11-18 6:12
11805.6,12569.06,7.68,42500_361_0,08-11-18 6:12
11805.88,12568.45,7.69,42500_361_0,08-11-18 6:12
11806.15,12567.85,7.62,42500_361_0,08-11-18 6:12
11806.41,12567.27,7.59,42500_361_0,08-11-18 6:12
11806.68,12566.7,7.73,42500_361_0,08-11-18 6:12
11806.93,12566.15,7.64,42500_361_0,08-11-18 6:12
11807.18,12565.61,7.71,42500_361_0,08-11-18 6:12
11807.41,12565.09,7.65,42500_361_0,08-11-18 6:12
11807.65,12564.59,7.72,42500_361_0,08-11-18 6:12
11812.18,12554.92,7.66,42500_361_0,08-11-18 6:12
11812.41,12554.47,7.65,42500_361_0,08-11-18 6:12
11812.62,12554.04,7.71,42500_361_0,08-11-18 6:12
11812.82,12553.63,7.67,42500_361_0,08-11-18 6:12
11813.01,12553.24,7.59,42500_361_0,08-11-18 6:12
11813.19,12552.87,7.67,42500_361_0,08-11-18 6:12
11813.36,12552.52,7.68,42500_361_0,08-11-18 6:12
11813.53,12552.19,7.59,42500_361_0,08-11-18 6:12
11813.68,12551.88,7.62,42500_361_0,08-11-18 6:12
11813.82,12551.59,7.63,42500_361_0,08-11-18 6:12
11813.95,12551.32,7.62,42500_361_0,08-11-18 6:12
11814.09,12551.04,7.67,42500_361_0,08-11-18 6:12
11814.24,12550.74,7.73,42500_361_0,08-11-18 6:12
11814.4,12550.41,7.7,42500_361_0,08-11-18 6:12
11814.56,12550.07,7.73,42500_361_0,08-11-18 6:12
11814.74,12549.72,7.61,42500_361_0,08-11-18 6:12
11814.92,12549.34,7.73,42500_361_0,08-11-18 6:12
11815.11,12548.95,7.65,42500_361_0,08-11-18 6:12
11815.31,12548.55,7.67,42500_361_0,08-11-18 6:12
11815.52,12548.12,7.6,42500_361_0,08-11-18 6:12
11815.74,12547.66,7.6,42500_361_0,08-11-18 6:12
11815.98,12547.19,7.72,42500_361_0,08-11-18 6:12
11816.2,12546.73,7.62,42500_361_0,08-11-18 6:12
11816.42,12546.28,7.67,42500_361_0,08-11-18 6:12
11816.64,12545.83,7.6,42500_361_0,08-11-18 6:12
11816.85,12545.4,7.65,42500_361_0,08-11-18 6:12
11817.06,12544.99,7.6,42500_361_0,08-11-18 6:12
11817.26,12544.57,7.74,42500_361_0,08-11-18 6:12
11817.46,12544.17,7.65,42500_361_0,08-11-18 6:12
11817.65,12543.78,7.59,42500_361_0,08-11-18 6:12
11817.84,12543.39,7.64,42500_361_0,08-11-18 6:12
11818.03,12543.01,7.68,42500_361_0,08-11-18 6:12
11818.21,12542.63,7.56,42500_361_0,08-11-18 6:12
11818.4,12542.25,7.64,42500_361_0,08-11-18 6:12
11818.59,12541.86,7.66,42500_361_0,08-11-18 6:12
11818.79,12541.46,7.67,42500_361_0,08-11-18 6:12
