my time, msgCnt, SecMark, Lat, Lon
1575640476,71,48006,-334564480.000000,-706596224.000000
1575640477,72,48007,-334564544.000000,-706596288.000000
1575640477,76,48007,-334564896.000000,-706596544.000000
1575640478,78,48008,-334565056.000000,-706596736.000000
1575640478,79,48008,-334565120.000000,-706596800.000000
1575640478,80,48008,-334565216.000000,-706596928.000000
1575640478,81,48008,-334565248.000000,-706596992.000000
1575640479,82,48009,-334565344.000000,-706597184.000000
1575640479,83,48009,-334565408.000000,-706597248.000000
1575640479,84,48009,-334565440.000000,-706597376.000000
1575640479,85,48009,-334565536.000000,-706597568.000000
1575640479,86,48010,-334565568.000000,-706597760.000000
1575640480,87,48010,-334565632.000000,-706597888.000000
1575640480,88,48010,-334565632.000000,-706597888.000000
1575640481,93,48011,-334565824.000000,-706598720.000000
1575640481,95,48011,-334565888.000000,-706599232.000000
1575640482,97,48012,-334565952.000000,-706599552.000000
1575640482,98,48012,-334565952.000000,-706599680.000000
1575640483,102,48013,-334566016.000000,-706600512.000000
1575640484,109,48014,-334566144.000000,-706601920.000000
1575640484,110,48014,-334566176.000000,-706601984.000000
1575640485,111,48014,-334566176.000000,-706602176.000000
1575640485,112,48015,-334566176.000000,-706602496.000000
1575640485,113,48015,-334566176.000000,-706602624.000000
1575640485,114,48015,-334566208.000000,-706602816.000000
1575640485,115,48015,-334566208.000000,-706603008.000000
1575640486,116,48016,-334566208.000000,-706603200.000000
1575640486,117,48016,-334566208.000000,-706603200.000000
1575640487,121,48017,-334566176.000000,-706603968.000000
1575640487,122,48017,-334566176.000000,-706604096.000000
1575640487,123,48017,-334566176.000000,-706604096.000000
1575640487,124,48017,-334566176.000000,-706604416.000000
1575640487,125,48017,-334566176.000000,-706604544.000000
1575640488,126,48018,-334566176.000000,-706604736.000000
1575640488,127,48018,-334566176.000000,-706604864.000000
1575640488,128,48018,-334566144.000000,-706604992.000000
1575640488,129,48018,-334566144.000000,-706604992.000000
1575640488,130,48018,-334566176.000000,-706605248.000000
1575640489,131,48019,-334566176.000000,-706605376.000000
1575640489,132,48019,-334566208.000000,-706605504.000000
1575640489,133,48019,-334566208.000000,-706605632.000000
1575640489,134,48019,-334566240.000000,-706605696.000000
1575640489,135,48019,-334566272.000000,-706605824.000000
1575640490,136,48019,-334566272.000000,-706605824.000000
1575640490,137,48020,-334566304.000000,-706606016.000000
1575640490,138,48020,-334566304.000000,-706606144.000000
1575640490,139,48020,-334566304.000000,-706606208.000000
1575640490,140,48020,-334566304.000000,-706606336.000000
1575640491,141,48020,-334566304.000000,-706606400.000000
1575640491,142,48021,-334566336.000000,-706606464.000000
1575640491,143,48021,-334566336.000000,-706606528.000000
1575640491,144,48021,-334566336.000000,-706606592.000000
1575640491,145,48021,-334566304.000000,-706606656.000000
1575640492,146,48022,-334566304.000000,-706606720.000000
1575640492,147,48022,-334566304.000000,-706606720.000000
1575640492,149,48022,-334566304.000000,-706606784.000000
1575640493,151,48023,-334566304.000000,-706606784.000000
1575640493,152,48023,-334566304.000000,-706606784.000000
1575640493,153,48023,-334566304.000000,-706606784.000000
1575640493,154,48023,-334566336.000000,-706606784.000000
1575640493,155,48023,-334566304.000000,-706606784.000000
1575640494,156,48024,-334566304.000000,-706606784.000000
1575640494,157,48024,-334566304.000000,-706606784.000000
1575640494,160,48024,-334566304.000000,-706606848.000000
1575640495,162,48025,-334566304.000000,-706606848.000000
1575640495,164,48025,-334566304.000000,-706606848.000000
1575640495,165,48025,-334566304.000000,-706606912.000000
1575640496,166,48026,-334566304.000000,-706606912.000000
1575640496,167,48026,-334566304.000000,-706606912.000000
1575640496,168,48026,-334566304.000000,-706606912.000000
1575640496,169,48026,-334566304.000000,-706606912.000000
1575640496,170,48026,-334566304.000000,-706606976.000000
1575640497,171,48027,-334566304.000000,-706606976.000000
1575640497,172,48027,-334566304.000000,-706606976.000000
1575640497,175,48027,-334566304.000000,-706607040.000000
1575640498,178,48028,-334566304.000000,-706607040.000000
1575640498,179,48028,-334566304.000000,-706607040.000000
1575640498,180,48028,-334566304.000000,-706607040.000000
1575640499,181,48029,-334566304.000000,-706607104.000000
1575640499,182,48029,-334566304.000000,-706607104.000000
1575640499,183,48029,-334566304.000000,-706607104.000000
1575640499,184,48029,-334566304.000000,-706607104.000000
1575640499,185,48029,-334566304.000000,-706607104.000000
1575640500,186,48030,-334566304.000000,-706607104.000000
1575640500,187,48030,-334566304.000000,-706607104.000000
1575640500,188,48030,-334566304.000000,-706607104.000000
1575640500,189,48030,-334566304.000000,-706607168.000000
1575640500,190,48030,-334566304.000000,-706607168.000000
1575640501,191,48031,-334566304.000000,-706607168.000000
1575640501,192,48031,-334566304.000000,-706607168.000000
1575640501,193,48031,-334566304.000000,-706607168.000000
1575640501,194,48031,-334566304.000000,-706607168.000000
1575640501,195,48031,-334566304.000000,-706607168.000000
1575640502,196,48032,-334566304.000000,-706607168.000000
1575640502,197,48032,-334566304.000000,-706607168.000000
1575640502,198,48032,-334566304.000000,-706607232.000000
1575640502,200,48032,-334566304.000000,-706607232.000000
1575640503,201,48033,-334566304.000000,-706607232.000000
1575640503,202,48033,-334566304.000000,-706607232.000000
1575640503,203,48033,-334566304.000000,-706607232.000000
1575640503,205,48033,-334566304.000000,-706607232.000000
1575640504,206,48034,-334566304.000000,-706607232.000000
1575640504,207,48034,-334566304.000000,-706607232.000000
1575640504,208,48034,-334566304.000000,-706607232.000000
1575640504,209,48034,-334566304.000000,-706607296.000000
1575640504,210,48034,-334566304.000000,-706607296.000000
1575640505,211,48035,-334566304.000000,-706607296.000000
1575640505,212,48035,-334566304.000000,-706607296.000000
1575640505,213,48035,-334566304.000000,-706607296.000000
1575640505,214,48035,-334566304.000000,-706607296.000000
1575640505,215,48035,-334566336.000000,-706607296.000000
1575640506,216,48035,-334566336.000000,-706607296.000000
1575640506,217,48036,-334566336.000000,-706607296.000000
1575640507,224,48037,-334566336.000000,-706607360.000000
1575640507,225,48037,-334566304.000000,-706607360.000000
1575640508,226,48038,-334566304.000000,-706607360.000000
1575640508,227,48038,-334566304.000000,-706607360.000000
1575640508,228,48038,-334566304.000000,-706607360.000000
1575640508,229,48038,-334566304.000000,-706607360.000000
1575640508,230,48038,-334566304.000000,-706607360.000000
1575640509,231,48039,-334566304.000000,-706607424.000000
1575640509,232,48039,-334566304.000000,-706607424.000000
1575640509,233,48039,-334566304.000000,-706607424.000000
1575640509,234,48039,-334566304.000000,-706607424.000000
1575640509,235,48039,-334566304.000000,-706607424.000000
1575640510,236,48040,-334566304.000000,-706607424.000000
1575640510,237,48040,-334566304.000000,-706607424.000000
1575640510,238,48040,-334566304.000000,-706607424.000000
1575640510,239,48040,-334566304.000000,-706607424.000000
1575640510,240,48040,-334566336.000000,-706607424.000000
1575640511,241,48041,-334566304.000000,-706607424.000000
1575640511,242,48041,-334566304.000000,-706607424.000000
1575640511,243,48041,-334566304.000000,-706607424.000000
1575640511,244,48041,-334566336.000000,-706607424.000000
1575640511,245,48041,-334566336.000000,-706607488.000000
1575640512,246,48042,-334566336.000000,-706607488.000000
1575640512,247,48042,-334566336.000000,-706607488.000000
1575640512,248,48042,-334566336.000000,-706607488.000000
1575640512,249,48042,-334566336.000000,-706607488.000000
1575640512,250,48042,-334566336.000000,-706607488.000000
1575640513,251,48043,-334566336.000000,-706607488.000000
1575640513,252,48043,-334566336.000000,-706607488.000000
1575640513,253,48043,-334566336.000000,-706607488.000000
1575640513,255,48043,-334566336.000000,-706607488.000000
1575640514,0,48044,-334566336.000000,-706607488.000000
1575640514,1,48044,-334566336.000000,-706607488.000000
1575640514,2,48044,-334566336.000000,-706607488.000000
1575640514,3,48044,-334566336.000000,-706607488.000000
1575640514,4,48045,-334566336.000000,-706607488.000000
1575640515,5,48045,-334566336.000000,-706607488.000000
1575640515,8,48045,-334566336.000000,-706607488.000000
1575640515,9,48046,-334566336.000000,-706607552.000000
1575640516,10,48046,-334566336.000000,-706607552.000000
1575640516,12,48046,-334566336.000000,-706607552.000000
1575640516,13,48046,-334566336.000000,-706607552.000000
1575640517,14,48047,-334566336.000000,-706607552.000000
1575640517,15,48047,-334566336.000000,-706607552.000000
1575640517,16,48047,-334566336.000000,-706607552.000000
1575640517,17,48047,-334566336.000000,-706607552.000000
1575640517,18,48047,-334566336.000000,-706607616.000000
1575640518,19,48047,-334566336.000000,-706607616.000000
