my time, msgCnt, SecMark, Lat, Lon
1575641089,114,48619,-334564672.000000,-706597632.000000
1575641089,115,48619,-334564736.000000,-706597696.000000
1575641089,116,48619,-334564832.000000,-706597824.000000
1575641089,117,48619,-334564896.000000,-706597888.000000
1575641089,118,48620,-334564928.000000,-706598016.000000
1575641090,119,48620,-334564960.000000,-706598144.000000
1575641090,120,48620,-334564992.000000,-706598272.000000
1575641090,121,48620,-334565024.000000,-706598400.000000
1575641090,122,48620,-334565056.000000,-706598528.000000
1575641090,123,48621,-334565088.000000,-706598656.000000
1575641091,125,48621,-334565152.000000,-706598976.000000
1575641091,126,48621,-334565184.000000,-706599104.000000
1575641092,129,48622,-334565248.000000,-706599616.000000
1575641092,130,48622,-334565280.000000,-706599808.000000
1575641092,131,48622,-334565280.000000,-706600000.000000
1575641093,133,48623,-334565312.000000,-706600320.000000
1575641093,134,48623,-334565344.000000,-706600512.000000
1575641093,135,48623,-334565376.000000,-706600704.000000
1575641093,136,48623,-334565376.000000,-706600896.000000
1575641093,137,48623,-334565408.000000,-706601088.000000
1575641094,138,48624,-334565408.000000,-706601216.000000
1575641094,139,48624,-334565440.000000,-706601408.000000
1575641094,140,48624,-334565472.000000,-706601600.000000
1575641094,141,48624,-334565472.000000,-706601792.000000
1575641095,143,48625,-334565536.000000,-706602112.000000
1575641095,144,48625,-334565568.000000,-706602304.000000
1575641095,145,48625,-334565600.000000,-706602496.000000
1575641095,146,48625,-334565632.000000,-706602624.000000
1575641096,149,48626,-334565696.000000,-706603136.000000
1575641097,153,48627,-334565792.000000,-706603712.000000
1575641097,154,48627,-334565792.000000,-706603840.000000
1575641097,155,48627,-334565792.000000,-706603968.000000
1575641097,156,48627,-334565824.000000,-706604096.000000
1575641097,157,48627,-334565824.000000,-706604224.000000
1575641098,158,48628,-334565856.000000,-706604352.000000
1575641098,159,48628,-334565856.000000,-706604480.000000
1575641098,160,48628,-334565824.000000,-706604608.000000
1575641098,161,48628,-334565824.000000,-706604736.000000
1575641098,162,48628,-334565824.000000,-706604864.000000
1575641099,163,48629,-334565824.000000,-706604992.000000
1575641099,164,48629,-334565824.000000,-706605120.000000
1575641099,165,48629,-334565824.000000,-706605184.000000
1575641100,170,48630,-334565856.000000,-706605632.000000
1575641100,171,48630,-334565856.000000,-706605696.000000
1575641100,172,48630,-334565856.000000,-706605760.000000
1575641101,173,48631,-334565856.000000,-706605760.000000
1575641101,174,48631,-334565856.000000,-706605824.000000
1575641101,175,48631,-334565856.000000,-706605888.000000
1575641101,176,48631,-334565856.000000,-706605888.000000
1575641101,177,48631,-334565856.000000,-706605952.000000
1575641102,178,48632,-334565856.000000,-706605952.000000
1575641102,179,48632,-334565888.000000,-706606016.000000
1575641102,180,48632,-334565888.000000,-706606016.000000
1575641102,181,48632,-334565888.000000,-706606016.000000
1575641102,182,48632,-334565888.000000,-706606080.000000
1575641103,183,48633,-334565888.000000,-706606080.000000
1575641103,184,48633,-334565888.000000,-706606080.000000
1575641103,185,48633,-334565920.000000,-706606080.000000
1575641103,186,48633,-334565920.000000,-706606080.000000
1575641103,187,48633,-334565920.000000,-706606080.000000
1575641104,188,48634,-334565920.000000,-706606016.000000
1575641104,189,48634,-334565920.000000,-706606016.000000
1575641104,190,48634,-334565952.000000,-706606016.000000
1575641104,191,48634,-334565952.000000,-706606016.000000
1575641104,192,48634,-334565952.000000,-706606016.000000
1575641105,193,48635,-334565952.000000,-706606016.000000
1575641105,194,48635,-334565952.000000,-706606016.000000
1575641105,195,48635,-334565952.000000,-706606016.000000
1575641105,196,48635,-334565952.000000,-706606016.000000
1575641105,197,48635,-334565952.000000,-706606016.000000
1575641106,198,48636,-334565984.000000,-706606016.000000
1575641106,199,48636,-334565984.000000,-706606016.000000
1575641106,200,48636,-334565984.000000,-706606016.000000
1575641106,201,48636,-334565984.000000,-706606016.000000
1575641106,202,48636,-334565984.000000,-706606016.000000
1575641107,203,48637,-334565984.000000,-706606016.000000
1575641107,204,48637,-334565984.000000,-706606080.000000
1575641107,205,48637,-334565984.000000,-706606080.000000
1575641108,209,48638,-334566016.000000,-706606080.000000
1575641108,210,48638,-334566016.000000,-706606080.000000
1575641108,211,48638,-334566016.000000,-706606080.000000
1575641108,212,48638,-334566016.000000,-706606080.000000
1575641109,213,48639,-334566016.000000,-706606080.000000
1575641109,214,48639,-334566016.000000,-706606080.000000
1575641109,215,48639,-334566016.000000,-706606080.000000
1575641109,216,48639,-334566016.000000,-706606080.000000
1575641109,217,48639,-334566016.000000,-706606080.000000
1575641110,218,48640,-334566016.000000,-706606080.000000
1575641110,219,48640,-334566016.000000,-706606080.000000
1575641110,220,48640,-334566016.000000,-706606080.000000
1575641110,221,48640,-334566016.000000,-706606080.000000
1575641110,222,48640,-334566016.000000,-706606080.000000
1575641111,223,48641,-334566048.000000,-706606080.000000
1575641111,224,48641,-334566048.000000,-706606080.000000
1575641111,225,48641,-334566048.000000,-706606080.000000
1575641111,226,48641,-334566048.000000,-706606080.000000
1575641111,227,48641,-334566048.000000,-706606080.000000
1575641112,228,48642,-334566048.000000,-706606080.000000
1575641112,229,48642,-334566048.000000,-706606080.000000
1575641112,230,48642,-334566048.000000,-706606080.000000
1575641112,231,48642,-334566048.000000,-706606080.000000
1575641112,232,48642,-334566048.000000,-706606080.000000
1575641113,233,48643,-334566048.000000,-706606080.000000
1575641113,234,48643,-334566048.000000,-706606080.000000
1575641113,235,48643,-334566048.000000,-706606080.000000
1575641113,236,48643,-334566048.000000,-706606080.000000
1575641113,237,48643,-334566048.000000,-706606080.000000
1575641114,238,48644,-334566048.000000,-706606080.000000
1575641114,239,48644,-334566048.000000,-706606080.000000
1575641114,240,48644,-334566048.000000,-706606080.000000
1575641114,241,48644,-334566048.000000,-706606080.000000
1575641114,242,48644,-334566048.000000,-706606080.000000
1575641115,243,48645,-334566048.000000,-706606080.000000
1575641115,244,48645,-334566048.000000,-706606080.000000
1575641115,245,48645,-334566048.000000,-706606080.000000
1575641115,246,48645,-334566080.000000,-706606080.000000
1575641115,247,48645,-334566080.000000,-706606080.000000
1575641116,248,48646,-334566080.000000,-706606080.000000
1575641116,249,48646,-334566080.000000,-706606080.000000
1575641116,250,48646,-334566080.000000,-706606080.000000
1575641116,251,48646,-334566080.000000,-706606080.000000
1575641116,252,48646,-334566080.000000,-706606080.000000
1575641117,253,48647,-334566080.000000,-706606080.000000
1575641117,254,48647,-334566080.000000,-706606080.000000
1575641117,255,48647,-334566080.000000,-706606080.000000
1575641117,0,48647,-334566080.000000,-706606080.000000
1575641117,1,48647,-334566080.000000,-706606080.000000
1575641118,2,48648,-334566080.000000,-706606080.000000
1575641118,3,48648,-334566080.000000,-706606080.000000
1575641118,4,48648,-334566080.000000,-706606080.000000
1575641118,5,48648,-334566080.000000,-706606080.000000
1575641118,6,48648,-334566080.000000,-706606080.000000
1575641119,7,48649,-334566080.000000,-706606080.000000
1575641119,8,48649,-334566080.000000,-706606080.000000
1575641119,9,48649,-334566080.000000,-706606080.000000
1575641119,10,48649,-334566080.000000,-706606080.000000
1575641119,11,48649,-334566080.000000,-706606080.000000
1575641120,12,48650,-334566080.000000,-706606080.000000
1575641120,13,48650,-334566080.000000,-706606080.000000
1575641120,14,48650,-334566048.000000,-706606080.000000
1575641120,15,48650,-334566048.000000,-706606080.000000
1575641120,16,48650,-334566048.000000,-706606080.000000
1575641121,17,48651,-334566048.000000,-706606080.000000
1575641121,18,48651,-334566048.000000,-706606080.000000
1575641121,19,48651,-334566048.000000,-706606080.000000
1575641121,20,48651,-334566048.000000,-706606080.000000
1575641121,21,48651,-334566048.000000,-706606080.000000
1575641122,22,48652,-334566048.000000,-706606080.000000
1575641122,23,48652,-334566048.000000,-706606080.000000
1575641122,24,48652,-334566080.000000,-706606080.000000
1575641122,25,48652,-334566080.000000,-706606080.000000
1575641122,26,48653,-334566048.000000,-706606080.000000
1575641123,27,48653,-334566048.000000,-706606080.000000
1575641123,28,48653,-334566048.000000,-706606080.000000
1575641123,29,48653,-334566048.000000,-706606080.000000
1575641123,30,48653,-334566048.000000,-706606080.000000
1575641123,31,48654,-334566048.000000,-706606080.000000
1575641124,32,48654,-334566048.000000,-706606144.000000
1575641124,33,48654,-334566048.000000,-706606144.000000
1575641124,34,48654,-334566048.000000,-706606144.000000
1575641124,35,48654,-334566080.000000,-706606208.000000
1575641124,36,48655,-334566080.000000,-706606208.000000
1575641125,37,48655,-334566080.000000,-706606208.000000
1575641125,38,48655,-334566080.000000,-706606272.000000
1575641125,39,48655,-334566080.000000,-706606272.000000
1575641125,40,48655,-334566080.000000,-706606336.000000
