my time, msgCnt, SecMark, Lat, Lon
1575639035,138,46565,-334564896.000000,-706596608.000000
1575639035,140,46565,-334565056.000000,-706596736.000000
1575639036,141,46566,-334565120.000000,-706596800.000000
1575639036,144,46566,-334565408.000000,-706597120.000000
1575639036,145,46566,-334565472.000000,-706597248.000000
1575639037,146,46567,-334565536.000000,-706597376.000000
1575639037,147,46567,-334565600.000000,-706597568.000000
1575639037,148,46567,-334565664.000000,-706597696.000000
1575639037,149,46567,-334565728.000000,-706597824.000000
1575639037,150,46567,-334565728.000000,-706597888.000000
1575639038,151,46568,-334565792.000000,-706598144.000000
1575639038,152,46568,-334565824.000000,-706598336.000000
1575639038,153,46568,-334565856.000000,-706598528.000000
1575639038,154,46568,-334565888.000000,-706598656.000000
1575639038,155,46568,-334565920.000000,-706598848.000000
1575639039,156,46569,-334565920.000000,-706599040.000000
1575639039,157,46569,-334565920.000000,-706599168.000000
1575639039,158,46569,-334565952.000000,-706599360.000000
1575639039,159,46569,-334565952.000000,-706599488.000000
1575639040,161,46570,-334566016.000000,-706600000.000000
1575639040,162,46570,-334566048.000000,-706600192.000000
1575639040,163,46570,-334566048.000000,-706600192.000000
1575639040,164,46570,-334566080.000000,-706600576.000000
1575639040,165,46570,-334566112.000000,-706600768.000000
1575639041,166,46571,-334566112.000000,-706601088.000000
1575639041,167,46571,-334566112.000000,-706601280.000000
1575639041,168,46571,-334566144.000000,-706601472.000000
1575639041,169,46571,-334566144.000000,-706601664.000000
1575639041,170,46571,-334566176.000000,-706601856.000000
1575639042,171,46572,-334566176.000000,-706602048.000000
1575639042,172,46572,-334566176.000000,-706602240.000000
1575639042,173,46572,-334566176.000000,-706602496.000000
1575639042,174,46572,-334566176.000000,-706602496.000000
1575639042,175,46572,-334566208.000000,-706602880.000000
1575639043,176,46573,-334566208.000000,-706603072.000000
1575639043,177,46573,-334566208.000000,-706603264.000000
1575639043,178,46573,-334566208.000000,-706603392.000000
1575639043,179,46573,-334566208.000000,-706603584.000000
1575639043,180,46573,-334566208.000000,-706603776.000000
1575639044,181,46574,-334566208.000000,-706603968.000000
1575639044,182,46574,-334566208.000000,-706604096.000000
1575639044,183,46574,-334566176.000000,-706604224.000000
1575639044,184,46574,-334566176.000000,-706604480.000000
1575639044,185,46574,-334566176.000000,-706604608.000000
1575639045,186,46575,-334566144.000000,-706604800.000000
1575639045,187,46575,-334566144.000000,-706604800.000000
1575639045,188,46575,-334566144.000000,-706605120.000000
1575639045,189,46575,-334566144.000000,-706605248.000000
1575639045,190,46575,-334566144.000000,-706605248.000000
1575639046,191,46576,-334566144.000000,-706605504.000000
1575639046,192,46576,-334566144.000000,-706605696.000000
1575639046,193,46576,-334566112.000000,-706605824.000000
1575639046,194,46576,-334566112.000000,-706605952.000000
1575639046,195,46576,-334566144.000000,-706606016.000000
1575639047,196,46577,-334566144.000000,-706606144.000000
1575639047,197,46577,-334566144.000000,-706606272.000000
1575639047,198,46577,-334566144.000000,-706606336.000000
