96920_395_0,2018-11-08 06:40:04,12857.55,13638.0,70,48.312,13.42
96920_395_0,2018-11-08 06:40:04,12857.42,13639.23,70,48.060,13.35
96920_395_0,2018-11-08 06:40:04,12857.28,13640.46,70,48.096,13.36
96920_395_0,2018-11-08 06:40:04,12857.14,13641.69,70,48.312,13.42
96920_395_0,2018-11-08 06:40:04,12857.01,13642.92,70,48.168,13.38
96920_395_0,2018-11-08 06:40:05,12856.87,13644.15,70,48.096,13.36
96920_395_0,2018-11-08 06:40:05,12856.73,13645.38,70,48.096,13.36
96920_395_0,2018-11-08 06:40:05,12856.6,13646.61,70,48.204,13.39
96920_395_0,2018-11-08 06:40:05,12856.46,13647.83,70,47.916,13.31
96920_395_0,2018-11-08 06:40:05,12856.33,13649.06,70,48.132,13.37
96920_395_0,2018-11-08 06:40:05,12856.19,13650.3,70,48.240,13.4
96920_395_0,2018-11-08 06:40:05,12856.05,13651.53,70,48.312,13.42
96920_395_0,2018-11-08 06:40:05,12855.92,13652.75,70,47.880,13.3
96920_395_0,2018-11-08 06:40:05,12855.78,13653.98,70,48.096,13.36
96920_395_0,2018-11-08 06:40:05,12855.64,13655.21,70,48.024,13.34
96920_395_0,2018-11-08 06:40:06,12855.51,13656.44,70,48.060,13.35
96920_395_0,2018-11-08 06:40:06,12855.37,13657.67,70,48.312,13.42
96920_395_0,2018-11-08 06:40:06,12855.24,13658.9,70,48.096,13.36
96920_395_0,2018-11-08 06:40:06,12855.1,13660.13,70,48.132,13.37
96920_395_0,2018-11-08 06:40:06,12854.96,13661.35,70,47.916,13.31
96920_395_0,2018-11-08 06:40:06,12854.83,13662.58,70,48.132,13.37
96920_395_0,2018-11-08 06:40:06,12854.69,13663.81,70,48.240,13.4
96920_395_0,2018-11-08 06:40:06,12854.55,13665.05,70,48.276,13.41
96920_395_0,2018-11-08 06:40:06,12854.42,13666.27,70,48.060,13.35
96920_395_0,2018-11-08 06:40:06,12854.28,13667.5,70,47.988,13.33
96920_395_0,2018-11-08 06:40:07,12854.15,13668.72,70,47.952,13.32
96920_395_0,2018-11-08 06:40:07,12854.01,13669.96,70,48.276,13.41
96920_395_0,2018-11-08 06:40:07,12853.87,13671.18,70,47.952,13.32
96920_395_0,2018-11-08 06:40:07,12853.74,13672.41,70,48.168,13.38
96920_395_0,2018-11-08 06:40:07,12853.6,13673.64,70,48.096,13.36
96920_395_0,2018-11-08 06:40:07,12853.47,13674.87,70,47.880,13.3
96920_395_0,2018-11-08 06:40:07,12853.33,13676.1,70,48.312,13.42
96920_395_0,2018-11-08 06:40:07,12853.19,13677.33,70,48.276,13.41
96920_395_0,2018-11-08 06:40:07,12853.06,13678.56,70,48.168,13.38
96920_395_0,2018-11-08 06:40:07,12852.92,13679.79,70,48.168,13.38
96920_395_0,2018-11-08 06:40:08,12852.78,13681.03,70,48.312,13.42
96920_395_0,2018-11-08 06:40:08,12852.65,13682.26,70,48.240,13.4
96920_395_0,2018-11-08 06:40:08,12852.51,13683.49,70,48.204,13.39
