11611.39,12464.07,0.0,vehicle_0,2020-08-10 00:00:00
11611.42,12464.08,0.26,vehicle_0,2020-08-10 00:00:00
11611.46,12464.1,0.49,vehicle_0,2020-08-10 00:00:00
11611.53,12464.14,0.75,vehicle_0,2020-08-10 00:00:00
11611.61,12464.18,0.98,vehicle_0,2020-08-10 00:00:00
11611.72,12464.23,1.23,vehicle_0,2020-08-10 00:00:00
11611.85,12464.29,1.46,vehicle_0,2020-08-10 00:00:00
11612.0,12464.35,1.64,vehicle_0,2020-08-10 00:00:00
11612.16,12464.43,1.84,vehicle_0,2020-08-10 00:00:00
11612.34,12464.51,2.01,vehicle_0,2020-08-10 00:00:00
11612.53,12464.6,2.17,vehicle_0,2020-08-10 00:00:01
11612.74,12464.69,2.33,vehicle_0,2020-08-10 00:00:01
11612.96,12464.8,2.57,vehicle_0,2020-08-10 00:00:01
11613.21,12464.91,2.79,vehicle_0,2020-08-10 00:00:01
11613.47,12465.04,2.99,vehicle_0,2020-08-10 00:00:01
11613.76,12465.17,3.17,vehicle_0,2020-08-10 00:00:01
11614.06,12465.31,3.43,vehicle_0,2020-08-10 00:00:01
11614.38,12465.45,3.59,vehicle_0,2020-08-10 00:00:01
11614.71,12465.61,3.76,vehicle_0,2020-08-10 00:00:01
11615.06,12465.77,3.98,vehicle_0,2020-08-10 00:00:01
11615.43,12465.94,4.14,vehicle_0,2020-08-10 00:00:02
11615.81,12466.11,4.33,vehicle_0,2020-08-10 00:00:02
11616.21,12466.3,4.47,vehicle_0,2020-08-10 00:00:02
11616.61,12466.49,4.61,vehicle_0,2020-08-10 00:00:02
11617.04,12466.68,4.77,vehicle_0,2020-08-10 00:00:02
11617.48,12466.88,4.97,vehicle_0,2020-08-10 00:00:02
11617.93,12467.09,5.17,vehicle_0,2020-08-10 00:00:02
11618.41,12467.31,5.38,vehicle_0,2020-08-10 00:00:02
11618.9,12467.54,5.58,vehicle_0,2020-08-10 00:00:02
11619.41,12467.78,5.73,vehicle_0,2020-08-10 00:00:02
11619.94,12468.02,5.95,vehicle_0,2020-08-10 00:00:03
